INFO 2024-05-22 11:30:54,656 autoreload Watching for file changes with StatReloader
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/messages/constants.py first seen with mtime 1716375400.1258497
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/fnmatch.py first seen with mtime 1715025240.221731
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/wsgiref/headers.py first seen with mtime 1715025265.927441
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/backends/sqlite3/introspection.py first seen with mtime 1716375400.298178
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/http/multipartparser.py first seen with mtime 1716375400.3262334
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1716375399.9552076
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_decimal.cpython-39-darwin.so first seen with mtime 1715025321.314513
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/locks.py first seen with mtime 1716375400.2762702
DEBUG 2024-05-22 11:34:56,928 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/query.py first seen with mtime 1716375400.3047266
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_random.cpython-39-darwin.so first seen with mtime 1715025318.843033
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/unix_events.py first seen with mtime 1715025259.180203
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1716375400.306881
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/feedparser.py first seen with mtime 1715025262.125726
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/urllib/parse.py first seen with mtime 1715025266.002134
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/quopri.py first seen with mtime 1715025240.673532
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/mime/base.py first seen with mtime 1715025262.310546
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/contentmanager.py first seen with mtime 1715025262.095407
DEBUG 2024-05-22 11:34:56,929 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_sysconfigdata__darwin_darwin.py first seen with mtime 1716198014.332853
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/log.py first seen with mtime 1716375400.340993
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/sqlparse/__init__.py first seen with mtime 1716375399.608078
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/translation/__init__.py first seen with mtime 1716375400.3434155
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/html/parser.py first seen with mtime 1715025263.848568
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/autoreload.py first seen with mtime 1716375400.3372402
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/calendar.py first seen with mtime 1715025240.008267
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/checks/database.py first seen with mtime 1716375400.2731764
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/signals.py first seen with mtime 1716375400.3050892
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/quoprimime.py first seen with mtime 1715025262.246647
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/http/cookies.py first seen with mtime 1715025264.733898
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/__init__.py first seen with mtime 1715025258.645879
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1716375400.2677662
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/middleware/csrf.py first seen with mtime 1716375400.3276463
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/ast.py first seen with mtime 1715025239.935376
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_hashlib.cpython-39-darwin.so first seen with mtime 1715025322.890091
DEBUG 2024-05-22 11:34:56,930 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/templatetags/__init__.py first seen with mtime 1716375400.332446
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/conf/global_settings.py first seen with mtime 1716375399.6801257
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/urls/utils.py first seen with mtime 1716375400.336314
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/urllib/request.py first seen with mtime 1715025266.047993
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_bisect.cpython-39-darwin.so first seen with mtime 1715025308.461975
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/urls/exceptions.py first seen with mtime 1716375400.3359199
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/uploadhandler.py first seen with mtime 1716375400.2770805
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/uuid.py first seen with mtime 1715025241.095127
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/math.cpython-39-darwin.so first seen with mtime 1715025305.595433
DEBUG 2024-05-22 11:34:56,931 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1716375399.866659
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/importlib/abc.py first seen with mtime 1715025255.580013
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1716375400.2983692
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/format_helpers.py first seen with mtime 1715025259.002474
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1716375399.9557707
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/__init__.py first seen with mtime 1715025262.011004
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/options.py first seen with mtime 1716375400.3042672
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/forms/fields.py first seen with mtime 1716375400.3106182
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/version.py first seen with mtime 1716375400.3430395
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/json/decoder.py first seen with mtime 1715025263.882519
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/asgiref/__init__.py first seen with mtime 1716375399.6348436
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/asgiref/current_thread_executor.py first seen with mtime 1716375399.6351473
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/sqlparse/filters/tokens.py first seen with mtime 1716375399.6109676
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1716375399.9555974
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1716375400.2686605
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_weakrefset.py first seen with mtime 1715025239.895215
DEBUG 2024-05-22 11:34:56,932 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/contextvars.py first seen with mtime 1715025240.110165
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/hmac.py first seen with mtime 1715025240.331009
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/parser.py first seen with mtime 1715025262.223991
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/pprint.py first seen with mtime 1715025240.602909
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/base_events.py first seen with mtime 1715025258.827941
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1716375400.1947155
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/encodings/aliases.py first seen with mtime 1715025260.214358
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/defaulttags.py first seen with mtime 1716375400.3295207
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/html/entities.py first seen with mtime 1715025263.83831
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/filters.py first seen with mtime 1716375399.756415
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/sql/query.py first seen with mtime 1716375400.309385
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/apps/registry.py first seen with mtime 1716375399.679729
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_queue.cpython-39-darwin.so first seen with mtime 1715025319.133884
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1716375400.2687762
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/dispatch/__init__.py first seen with mtime 1716375400.3098311
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/smartif.py first seen with mtime 1716375400.3305683
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/os.py first seen with mtime 1715025240.514607
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_lzma.cpython-39-darwin.so first seen with mtime 1715025311.140456
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/queues.py first seen with mtime 1715025259.061861
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/expressions.py first seen with mtime 1716375400.3034563
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/contextlib.py first seen with mtime 1715025240.101256
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/__init__.py first seen with mtime 1716375399.6789544
DEBUG 2024-05-22 11:34:56,933 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/locks.py first seen with mtime 1715025259.021927
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1716375399.866922
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1716375399.8670769
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/html.py first seen with mtime 1716375400.3400908
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/struct.py first seen with mtime 1715025240.910055
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/actions.py first seen with mtime 1716375399.7554235
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/validators.py first seen with mtime 1716375399.9110305
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/threading.py first seen with mtime 1715025241.004094
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/urllib/response.py first seen with mtime 1715025266.058502
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/wsgiref/simple_server.py first seen with mtime 1715025265.937597
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/templatetags/tz.py first seen with mtime 1716375400.3331997
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/decorators/common.py first seen with mtime 1716375400.3456397
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/mime/__init__.py first seen with mtime 1715025262.28035
DEBUG 2024-05-22 11:34:56,934 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1716375400.1942694
DEBUG 2024-05-22 11:34:56,935 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/decorators/cache.py first seen with mtime 1716375400.3453927
DEBUG 2024-05-22 11:34:56,935 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/backends/sqlite3/schema.py first seen with mtime 1716375400.2985647
DEBUG 2024-05-22 11:34:56,935 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_compression.py first seen with mtime 1715025239.824418
DEBUG 2024-05-22 11:34:57,996 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/middleware/clickjacking.py first seen with mtime 1716375400.3272731
DEBUG 2024-05-22 11:34:57,996 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/migrations/loader.py first seen with mtime 1716375400.2996976
DEBUG 2024-05-22 11:34:57,996 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1716375399.991779
DEBUG 2024-05-22 11:34:57,997 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1716375400.1952894
DEBUG 2024-05-22 11:34:57,997 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1716375399.9540815
DEBUG 2024-05-22 11:34:57,997 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/migrations/recorder.py first seen with mtime 1716375400.300317
DEBUG 2024-05-22 11:34:57,997 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1716375399.9539278
DEBUG 2024-05-22 11:34:57,997 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1716375399.952929
DEBUG 2024-05-22 11:34:57,998 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1716375400.2316377
DEBUG 2024-05-22 11:34:57,998 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1716375399.8347173
DEBUG 2024-05-22 11:34:57,998 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1716375399.953252
DEBUG 2024-05-22 11:34:57,999 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1716375399.953709
DEBUG 2024-05-22 11:34:57,999 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/encodings/idna.py first seen with mtime 1715025260.922456
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1716375399.9534066
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/workspace/sugang_gpt/clipbuddy/core/migrations/__init__.py first seen with mtime 1716375701.6135175
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/csrf.py first seen with mtime 1716375400.3444116
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/workspace/sugang_gpt/clipbuddy/clipbuddy/wsgi.py first seen with mtime 1716377694.4171295
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1716375399.9524345
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1716375400.272243
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1716375399.9915462
DEBUG 2024-05-22 11:34:58,000 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1716375399.8349495
DEBUG 2024-05-22 11:34:58,001 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1716375399.9541957
DEBUG 2024-05-22 11:34:58,001 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1716375400.2315528
DEBUG 2024-05-22 11:34:58,001 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1716375399.9916823
DEBUG 2024-05-22 11:34:58,001 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1716375399.8348596
DEBUG 2024-05-22 11:34:58,002 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/stringprep.py first seen with mtime 1715025240.901817
DEBUG 2024-05-22 11:34:58,002 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1716375399.9522982
DEBUG 2024-05-22 11:34:58,002 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1716375399.9535508
DEBUG 2024-05-22 11:34:58,003 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/migrations/graph.py first seen with mtime 1716375400.299507
DEBUG 2024-05-22 11:34:58,003 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1716375399.953091
DEBUG 2024-05-22 11:34:58,003 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1716375399.95275
DEBUG 2024-05-22 11:34:58,003 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/migrations/executor.py first seen with mtime 1716375400.2993433
DEBUG 2024-05-22 11:34:58,004 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1716375399.9525971
DEBUG 2024-05-22 11:34:58,004 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1716375399.8345888
DEBUG 2024-05-22 11:35:06,133 autoreload File /Users/chaelee/workspace/sugang_gpt/clipbuddy/clipbuddy/base.py previous mtime: 1716377535.943189, current mtime: 1716377705.7197285
DEBUG 2024-05-22 11:35:06,133 autoreload /Users/chaelee/workspace/sugang_gpt/clipbuddy/clipbuddy/base.py notified as changed. Signal results: [(<function template_changed at 0x7fa3b0986c10>, None), (<function translation_file_changed at 0x7fa3b07475e0>, None)].
INFO 2024-05-22 11:35:06,133 autoreload /Users/chaelee/workspace/sugang_gpt/clipbuddy/clipbuddy/base.py changed, reloading.
INFO 2024-05-22 11:35:12,203 autoreload Watching for file changes with StatReloader
DEBUG 2024-05-22 11:35:12,204 autoreload Waiting for apps ready_event.
DEBUG 2024-05-22 11:35:12,205 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-05-22 11:35:12,222 autoreload Watching dir /Users/chaelee/workspace/sugang_gpt/clipbuddy/locale with glob **/*.mo.
DEBUG 2024-05-22 11:35:12,222 autoreload Watching dir /Users/chaelee/workspace/sugang_gpt/clipbuddy/core/locale with glob **/*.mo.
DEBUG 2024-05-22 11:35:12,238 utils (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2024-05-22 11:35:12,270 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/checks/model_checks.py first seen with mtime 1716375400.2736585
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/uu.py first seen with mtime 1715025241.087739
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/templatetags/i18n.py first seen with mtime 1716375400.3327801
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/staticfiles/utils.py first seen with mtime 1716375400.2684433
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/templatetags/l10n.py first seen with mtime 1716375400.3329067
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/string.py first seen with mtime 1715025240.893475
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/copyreg.py first seen with mtime 1715025240.125523
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/auth/apps.py first seen with mtime 1716375399.9076545
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/http/cookie.py first seen with mtime 1716375400.3258686
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/fcntl.cpython-39-darwin.so first seen with mtime 1715025308.79816
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/workspace/sugang_gpt/clipbuddy/core/models.py first seen with mtime 1716375701.6131396
DEBUG 2024-05-22 11:35:12,271 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1716375400.2713344
